#_prob	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10	var_11	var_12	var_13	var_14
0.001	14.64262149	13.53297908	4.707846281	17.75235567	8.432577939	9.28780997	11.26945206	5.343474433	7.051958379	4.929135232	9.807386378	8.780798707	14.13153369	18.08826466
0.001	14.5719693	18.87939931	16.53570619	14.43876382	7.475908314	10.26655771	5.105567959	5.748634967	17.60644768	2.605330215	6.650962844	12.34925334	16.18732705	18.15501554
0.001	12.41093088	7.675179376	9.505380423	10.17256713	11.50032618	13.54576493	12.30126413	5.425027616	7.785792632	9.638427461	6.886310247	7.708946997	15.08194252	11.14836542
0.001	16.81518691	22.17726275	4.101840354	7.339890065	12.47395581	6.603984389	5.614865803	3.785566626	14.37282577	3.728028321	13.23846765	4.997051436	15.94382001	5.274281097
0.001	16.36057249	5.028393735	13.14535545	13.69179125	4.241405229	10.73297634	10.23559205	5.786943044	11.91144278	2.404221214	9.369187801	8.09756239	14.63001768	6.621527955
0.001	15.23632104	7.577702637	14.0696535	7.138091812	8.560712411	17.29234469	12.97672118	5.469690879	21.98417703	5.195133285	7.394740222	10.467145	17.33207134	23.77716612
0.001	8.972695234	6.527802817	11.24378775	14.25492332	7.806904536	9.242697547	15.7733479	3.121228001	13.6620627	4.244671353	12.03406325	12.63816464	12.96771997	23.70893094
0.001	10.4558177	11.59451328	16.20588251	14.21458437	11.72765983	13.07862477	4.496355672	3.343543777	22.79384179	6.690454279	13.53091583	12.33262611	9.549833138	11.09167464
0.001	7.506870562	20.05923886	8.458404427	9.690287271	4.827670271	16.52667365	4.843729046	4.063203487	19.04055928	5.577649438	13.30183398	9.999858881	16.62731719	19.44714796
0.001	13.72901156	22.10123113	17.38602046	14.1753493	9.097705799	9.065181995	4.909292589	4.431721644	14.46088114	4.284314054	11.81617739	3.44922515	12.76569749	5.765005714
0.001	14.11552664	20.15239099	4.494227137	11.08820109	11.29260663	4.555217133	13.67373843	5.15905837	19.35743951	7.529233623	12.86902735	7.502236731	7.884225719	16.29574567
0.001	7.835602424	17.87615144	17.77512554	14.54622547	6.099849663	4.412752604	12.3732615	6.674976271	7.632545042	5.403581723	14.86237297	11.48521107	18.44484623	21.13099405
0.001	16.85944201	21.09369245	14.13376254	12.20874139	7.002415046	4.510289907	10.0257279	5.149725139	7.66666733	8.009383368	15.46659949	13.97175573	17.56233624	11.55171362
0.001	16.52669871	14.51144649	18.4024736	6.939306437	12.83159824	16.701384	9.572030462	3.510131724	12.94911026	3.472499981	13.02039508	5.656519231	14.4280444	6.590937927
0.001	18.703512	8.915738213	14.52622085	11.98544069	10.42320933	7.312785152	10.8661744	5.655315433	10.54887178	7.593012985	15.2750522	5.168341519	8.199007377	5.321004962
0.001	15.88316384	8.815884491	11.21430785	17.13566403	13.0760639	17.31253161	6.023395186	3.161156796	21.14966598	9.632846676	10.0725808	7.921907378	14.55355315	17.88883859
0.001	15.31546022	10.47946448	18.86470184	10.50983532	5.189290781	5.97191556	7.165655752	3.321427312	21.01771367	6.689315073	6.214047318	9.215723102	13.11711541	7.85556196
0.001	16.4803358	24.61167428	4.596279086	8.278267105	5.033153145	10.0127255	5.701353731	5.423060452	18.51154024	9.683862846	13.95152068	8.620936422	10.87510617	20.20760376
0.001	8.206823707	8.752639707	17.65411261	14.09914403	5.13065442	14.1856276	10.15419414	4.400619893	21.53388268	5.183185933	15.19709735	8.671443489	11.01316792	16.32416345
0.001	11.22798895	13.98880019	7.998515299	17.82740242	9.31282283	16.37759705	13.81741265	6.621157494	21.33442997	10.02887229	10.88661495	7.28953757	13.42513448	7.129668992
0.001	10.67891686	15.88946053	5.696693571	11.77368972	6.66525882	9.019318983	6.158408634	4.060698705	10.19376867	6.625177785	6.952661047	9.362640935	14.78649275	5.4751673
0.001	13.74242716	6.906834908	3.738535352	19.95018467	7.318804133	12.34140255	13.00421062	5.877395469	15.6344092	7.353331659	13.04361529	10.43230323	13.11215965	8.383697713
0.001	9.632099494	5.333949819	14.04221976	10.59111047	5.442674634	7.721022785	15.64172872	3.033071232	7.44356163	11.06153544	12.40522667	3.227389487	11.34546855	8.903899229
0.001	8.009718623	14.15287389	12.92274486	8.36571349	11.84035781	7.773339435	9.223560427	5.221044424	13.07092197	5.00663044	16.78793586	8.591168635	8.500234006	8.135381725
0.001	17.72324192	24.54460242	16.96059982	18.31806368	9.160921624	4.997990907	7.818461913	5.220077379	18.58523899	9.380289519	10.78296537	5.848129132	14.03943487	14.7202698
0.001	12.39374251	18.46179013	16.60417021	17.45559606	5.669001586	5.920380441	3.228106673	4.884003551	24.79666454	5.648605912	6.678649835	13.17034236	18.99256784	23.63726631
0.001	17.98358954	24.26411745	7.286252258	6.202887263	5.972889284	14.08644617	9.826017887	5.159332084	23.69410231	8.82871948	9.950726507	13.34953823	13.11661935	11.33767899
0.001	7.821935261	15.00778093	10.29370698	7.932193627	8.562706358	16.18286034	3.682008851	4.356866459	17.01154538	3.413040185	10.94003694	5.289080362	11.39375261	20.13545863
0.001	10.89462394	16.90761735	3.575592308	19.66002414	12.35808817	7.976734952	11.49533267	4.825908053	21.14538181	7.88470983	10.61333272	12.74820074	8.435945954	24.99220319
0.001	14.67876232	23.99912787	15.07569631	7.586797286	11.36293237	6.637711149	12.88146816	5.236914045	24.95410811	2.264494295	6.16403333	4.311846501	8.670211936	20.8020705
0.001	14.71942284	10.24005157	14.99782193	7.751085094	4.410159746	5.256742289	7.769728153	5.282870215	13.12023701	3.109033428	14.41754043	13.15191713	17.38313796	23.0025335
0.001	9.827548004	16.02585862	7.451439257	16.27652337	10.3402723	5.042913344	8.921718183	5.346319614	9.007076517	11.73909952	10.14004886	8.791336283	7.849837631	11.09940446
0.001	12.65323153	9.248538852	10.9837304	6.751334501	10.5212732	4.258933317	4.243986111	5.089056116	15.73101373	6.483558019	13.67040664	3.902888636	10.712895	9.931327753
0.001	8.559194276	10.70570726	17.72657816	9.52040982	10.40399978	6.024329644	6.526922414	3.232165818	24.40980737	8.564729374	13.72590206	11.65264416	16.00666508	7.14941928
0.001	16.31766315	6.498736158	7.577116659	11.65357033	5.963100361	13.29564067	5.786303323	3.490370901	11.31978116	6.942840477	12.30556866	5.92662972	9.339975521	22.43785495
0.001	17.11071947	20.55444146	16.12241479	19.11382959	10.05382226	12.63214286	14.96069346	3.792218585	22.47033393	7.564419413	12.80166771	13.26338716	13.57708426	7.512809821
0.001	14.68494315	15.28275933	17.09445997	14.00557512	7.766196206	4.532762773	12.78027381	5.00572743	15.31536229	5.55124867	13.53772636	7.678092851	13.89428787	20.54116721
0.001	11.12311551	22.4250691	7.331176227	15.16865328	6.750403063	9.648832001	3.75125943	6.680107788	15.93729234	10.99954512	6.776184118	3.952637797	8.774293709	11.34096356
0.001	16.34443771	23.91627954	4.95936696	7.549551775	5.784582677	16.54164977	3.470650458	3.524325189	9.653617694	9.941960153	16.17089877	6.342669624	12.4071073	13.04903607
0.001	10.70055166	24.42022702	13.60874163	6.223193696	6.095068337	15.82328371	5.021505723	6.332385733	7.91386375	7.328523799	12.37549334	7.384581763	7.050548102	7.254151891
0.001	17.10265092	5.684096349	18.17216969	5.588899091	6.1501803	6.732122784	12.61692092	4.177711073	21.83320416	9.882194398	7.194502468	7.453427081	15.8234476	8.297232861
0.001	10.93920217	15.65829575	18.1807663	8.29002665	12.65163733	9.995176943	5.836508514	4.72143127	17.43072102	8.421597892	16.63430476	13.48161376	18.87318914	22.61448748
0.001	17.50537148	5.539808519	15.81744157	12.20520154	12.35991585	15.30783833	9.861535203	5.706155534	11.59230282	4.592319452	11.4876736	9.863201537	10.47132468	12.55115592
0.001	8.235828919	5.800625396	18.97886093	7.802863211	13.03133438	6.199249097	15.41903535	5.161595719	10.15040047	7.956178955	7.076543743	8.061952356	7.239127457	13.54146158
0.001	11.09040583	16.73846083	6.513073765	19.46526407	5.637054376	7.780698195	8.834328273	4.358642635	7.217308582	10.46924096	6.839568442	5.026726503	11.62637193	24.58485468
0.001	11.76061174	18.29695341	13.24542113	4.085987263	12.68221146	10.28756521	13.27370489	5.715604274	23.14153711	10.58607475	7.65522937	6.133237988	16.17098347	23.58156709
0.001	13.34845491	6.648066453	3.826214173	11.60503038	13.19514706	7.746897982	13.29718716	5.48767444	16.28138763	6.949301346	16.01044417	5.675603495	9.661693229	8.655371098
0.001	14.73232546	24.13378421	3.163129171	13.5843653	5.690588445	14.05498395	4.738881268	3.549907	16.50457698	4.656154825	15.9091376	7.372693827	14.93288735	17.2478407
0.001	7.945949178	9.333694292	12.55485443	5.998347511	5.265516205	7.427243927	12.48630413	5.083605298	9.521363993	4.790354009	12.77006035	8.739621859	8.619861173	6.001790636
0.001	13.57197432	23.58559072	3.185081783	7.822553129	5.460675048	10.78329983	8.487583095	3.591483318	9.716777469	2.817317999	16.82720043	11.94959452	17.89080949	9.206607985
0.001	13.57708911	13.33534553	14.35494329	11.20881586	7.017146039	12.07642175	15.63265661	3.649482678	15.27966802	6.046524849	12.45674395	4.712562029	17.21554745	15.32245944
0.001	18.86535801	13.38410398	4.215766358	7.389573199	12.72306211	15.53438281	9.386123135	5.540143074	16.56638235	10.61494142	10.43489903	10.478911	10.60772764	24.3502806
0.001	11.24179956	21.9007542	12.47711305	11.47010434	4.204126022	8.5572502	6.460209518	4.251848387	15.09645634	11.0077615	6.741702702	13.13063278	14.36289072	6.192490854
0.001	17.2191821	24.31250507	8.693482447	19.23298959	11.89874053	16.78360144	4.328863501	4.821395797	9.89098465	7.101649476	11.5899049	13.91239476	13.33038987	16.05541347
0.001	18.24890215	17.30544136	17.85294299	14.45415216	8.177851193	16.73411843	10.76646462	5.738179193	17.83037513	10.46847361	14.84246927	5.344029784	15.83438705	10.56649057
0.001	15.9219464	17.39940763	7.068226136	10.23288139	6.722004149	8.15714298	12.70072439	3.294307568	18.55745742	5.129885556	10.44720961	9.015013659	15.12108874	21.53885335
0.001	11.54588767	21.03162596	9.12143703	7.359925223	4.886992587	13.0929718	10.19831155	5.792434001	8.660487823	4.342001571	9.667422406	11.30861001	8.00675108	17.5611697
0.001	15.9614325	9.420039691	17.47122393	7.879994461	13.59222181	4.422798081	8.52631447	4.543895387	21.67286474	5.884634223	6.846173907	11.30927174	8.289149464	15.67970301
0.001	7.452860761	15.55391599	18.99020724	15.37107674	9.078233182	4.558409568	7.041106216	4.699324434	21.3048091	12.95534463	16.64768988	8.372636088	16.27189717	8.449233858
0.001	13.02812974	15.41688548	13.01137837	17.16734904	11.57086678	10.52012851	8.090601424	6.268655626	7.914104354	4.568114725	8.473016899	8.216409923	13.56574438	8.256177417
0.001	15.65115196	5.96177441	4.835485756	8.034583125	7.449873657	4.603551441	5.284326531	5.783247792	21.9792374	5.070567849	14.86164237	9.105796477	10.75440255	6.557381179
0.001	9.710368466	7.828434361	12.86358154	4.358253663	10.92610373	7.576024991	12.32616372	4.671016067	15.9310896	10.28699913	12.75546204	11.8563113	7.151417946	11.77808912
0.001	7.253643639	7.069162278	4.154802576	18.44246013	4.402126492	5.670254767	7.712862903	5.322475489	23.23317835	7.180510158	8.588816922	4.864855271	10.99029611	18.53543848
0.001	15.00094573	12.10120249	11.25046048	11.00280126	11.67620275	16.64110131	4.139446845	3.936247599	24.07100944	10.9784341	13.19226978	12.30766866	11.25332905	8.365521334
0.001	10.73855705	11.88082008	17.88843241	7.776351952	9.422890036	15.35394793	4.10847372	5.767845155	19.71696154	3.30653869	16.70512487	7.576760469	7.676015306	11.3468396
0.001	7.72803561	16.67248871	16.84722636	16.75401636	11.8172667	13.17334201	10.26182453	4.597893182	11.58784368	10.62920529	11.76171844	6.386783471	14.98022887	21.07015607
0.001	14.79102511	13.83971985	14.96340463	19.5607392	7.775775884	15.95838846	14.00417417	5.598345686	19.2676674	12.51589732	7.958932378	5.501600883	18.7727956	6.86371211
0.001	14.54552141	14.94348959	15.73653872	18.81845994	5.93625428	15.97241962	5.174771309	5.118390123	19.37854925	8.936103948	8.039207021	4.837289536	12.66090625	11.77766944
0.001	17.84328738	9.54373533	12.86688954	12.83394555	4.88520134	6.320109756	14.6129662	6.108782307	9.525447032	4.511825943	11.45531277	4.066106115	17.44782706	5.469076514
0.001	14.70436605	15.85469013	5.060149471	5.586952193	4.521118959	12.54878235	3.585746033	5.15986654	17.73982599	12.80659625	8.014620839	9.068246789	18.13177494	9.562231214
0.001	14.44546288	8.518286248	7.726288821	15.84138834	10.9432061	13.00486641	7.236522112	4.586254158	23.78451031	5.603683258	14.2115357	7.101217704	16.55759486	16.51524717
0.001	9.55753068	13.06344406	10.44614142	11.77801804	12.00019128	5.206036994	15.24926114	3.832230787	13.93991572	9.30329803	8.829057963	12.73764942	7.627516233	9.385389845
0.001	17.33089251	10.24554017	12.9582717	12.95547287	6.954321035	7.676314847	3.131940232	6.493013257	23.29040385	4.143095485	12.597275	11.68729767	7.61816581	12.87573768
0.001	18.64255269	10.6227029	17.86537834	19.41635774	9.534516181	9.171815435	5.544709341	5.589050227	16.5961416	7.893282198	11.51522412	12.73164578	18.69992606	18.32342533
0.001	8.551388109	24.74616219	3.735299698	15.14758481	5.711245741	11.62917852	7.937235311	5.540896372	23.75716794	3.991123069	10.68860671	13.73332804	10.45516324	20.93903683
0.001	9.686029745	10.28682802	11.40311903	18.36809466	12.36180359	14.1475642	12.69375099	3.322569652	10.33228343	11.02993554	12.23875787	10.59749656	13.37678163	22.43024614
0.001	16.70820754	17.13223602	12.37856291	8.524542799	9.197411089	6.365499329	7.213237282	3.251657559	7.579016696	5.053105025	15.37517215	3.515128948	14.578262	22.24228177
0.001	9.853645515	22.68609221	6.798676216	10.45826847	11.30459506	9.699412826	7.061676828	3.562678166	23.49674589	7.827909871	15.7527776	6.885082366	11.60894769	16.51602291
0.001	9.898010602	11.13161178	9.876314517	14.23474738	8.148473566	6.120010205	14.13755217	6.801150505	10.35099958	11.2247262	13.25336254	5.414335359	10.75342871	19.17442557
0.001	13.79658555	22.33188316	7.57684579	7.241941225	4.47252594	6.861886306	7.522663952	3.683351234	12.39750436	5.461390015	8.63309919	10.23700889	16.69515083	16.85506927
0.001	15.52851256	13.66760748	13.50342035	11.60714392	10.18141707	14.19309547	10.25899377	6.227949279	8.387490757	12.36320727	7.864606401	7.806964982	10.88942936	20.78374299
0.001	16.61381356	7.941913044	14.46580898	9.984616273	4.00652625	10.46562753	15.70280418	5.85554728	23.22259688	3.993405573	13.80944703	10.18132267	16.64315751	20.89311218
0.001	17.61531677	14.85423319	5.077048542	9.60943626	8.490161237	15.92821243	13.86133757	3.593413893	19.04525876	9.303623695	15.38013036	6.477590493	9.072682721	5.145010719
0.001	7.126453494	6.982113806	17.9427501	14.70261366	12.76826554	14.1123561	14.05073795	6.330365506	11.71674773	5.244981347	8.943460456	7.254368573	15.13692847	22.2495059
0.001	14.63755162	15.39023228	12.56079823	8.375216233	6.187758421	15.57750009	3.072506265	5.225672477	11.44688842	8.948435148	16.97655489	13.84281506	9.358717418	20.06673374
0.001	9.62108478	6.492387023	5.795021161	9.803236042	4.866791193	13.20631001	13.81708562	5.806172822	23.94069732	3.517726799	10.46937871	6.826479475	15.75398533	8.518898501
0.001	8.672553568	20.97885257	5.031110878	4.866676783	9.353691275	7.092880484	10.75467431	4.12224352	11.41502288	9.037100852	7.894679813	10.89802998	9.310908685	24.40877239
0.001	14.55985537	6.319672206	4.142090974	16.52372396	12.81849489	14.30038955	11.51722125	4.785216496	23.97135169	11.55971492	7.286743172	5.120173442	15.0850878	6.178973965
0.001	17.84360277	23.14438939	5.256296839	9.286928002	11.66957964	11.28644635	11.33190287	4.942688559	21.54884298	12.11822875	7.417775788	6.826717835	18.01978994	10.29313064
0.001	8.449268986	10.27195755	5.289012535	6.146638826	12.7591816	7.251492323	7.3010971	6.408870256	9.679968958	6.11695474	12.39458887	4.665635119	7.79611702	21.97804244
0.001	12.17323024	8.885743689	13.79846143	10.21414608	7.969985234	10.65054969	12.51598762	5.767258182	18.21327198	7.972306189	8.521704002	9.958558366	12.58799374	24.83633556
0.001	9.493766861	7.579625686	7.586415792	18.36616965	9.055401405	12.78114344	3.734110891	5.151465299	16.86618642	9.39567325	13.59442146	4.925498688	10.01959583	8.726856414
0.001	7.956810514	17.35216288	10.70451872	15.47831444	6.616956574	17.14182926	5.423796593	4.530814153	22.73738777	8.155574777	6.430663403	4.033534715	13.24338648	21.02511413
0.001	7.362042953	7.180583932	17.78001655	7.568410173	7.009653841	6.677920733	11.45615362	3.578113114	15.70487398	6.854690512	13.99182367	11.43872617	8.310478932	16.09532318
0.001	16.17926961	6.626883114	3.135101559	7.445228083	6.875175258	5.239570849	4.785749063	3.656557447	19.13864726	2.502406342	16.19091299	10.95546956	10.43575921	16.91780396
0.001	10.2425235	24.39386863	7.930231391	7.502841484	13.53535923	12.87728953	11.98714586	6.713864407	17.47033967	9.051055247	9.826654484	12.10003766	14.79364472	5.033854991
0.001	9.316858585	24.17708195	8.209158029	8.750135378	11.02902978	12.72177996	12.5475781	3.798756679	22.87043357	4.544127408	11.30981582	3.963032296	15.65432645	24.54743853
0.001	11.41658448	5.19304575	15.49005199	13.43393622	9.734649544	7.894845844	8.354383021	6.572071421	7.430756816	10.7057136	7.119105899	9.458238956	17.83354143	24.21707004
0.001	17.34166003	23.09232126	16.18585015	11.17920581	10.99044073	5.881735673	8.378626926	6.396531886	17.60756737	8.020462004	14.3318937	12.97091665	14.37112589	8.327225327
0.001	17.0830607	7.239892654	5.115901247	9.06681147	7.046352066	17.9987131	13.27764396	4.842169993	8.250750808	8.077188232	15.86304531	13.40664692	8.615641972	6.977570832
0.001	7.150118261	22.81195993	5.358465041	17.70382279	6.843356445	9.250470791	11.59172594	5.5502723	20.59800244	8.840053463	13.92409499	11.33688969	16.04838959	18.92162875
0.001	10.53480854	15.95099665	4.57229012	11.56113657	5.278798442	17.06962098	4.840489427	5.496922065	18.04983951	4.584637597	7.257129635	13.3346069	8.230599237	20.1261509
0.001	14.54318205	16.96164901	16.92029276	8.571890366	13.45391354	4.394473857	5.42173731	4.529923976	18.68161399	5.056578559	12.18499206	11.08306441	15.65270294	19.79806581
0.001	13.426725	22.42998932	11.68502727	13.33319114	9.258916964	9.233865761	12.46749442	6.57855103	21.42916998	8.248046817	14.62609803	5.326748244	14.17270486	17.23774611
0.001	12.54209427	9.177509565	7.383101769	13.00951717	10.03443276	5.601625181	7.916259648	6.63321343	21.99629791	2.049930675	15.84976764	5.93368508	13.31005793	22.7769069
0.001	10.80004531	12.24462115	6.579821579	7.967545581	8.486606182	11.75948117	4.919052467	5.071154491	10.28858263	6.970807036	14.09827705	6.106288978	13.56982961	20.81234814
0.001	17.29392904	9.931505429	8.114093708	18.10324991	10.08612296	10.73291048	12.95170896	5.005098086	10.57794002	4.546427307	7.788156306	12.03618945	11.08310327	13.73168447
0.001	12.66217869	23.74110729	6.081485729	7.826896446	8.657835476	6.304209109	14.84902358	3.105209909	21.60786806	11.13752118	13.05621395	10.01642316	12.34990876	14.62622225
0.001	13.0118443	5.868346382	15.01044762	15.56165267	4.948470297	8.284505615	13.36534418	4.001236223	23.41125764	7.732454635	9.164431828	4.943959657	12.56631808	5.544922854
0.001	14.7815591	18.04772362	11.98124573	5.495550282	9.317190525	4.081390215	6.786956643	4.747209616	22.36946327	9.091192652	12.98660085	11.7273718	9.804140423	12.37326363
0.001	12.48280826	7.554609007	8.939578772	9.743170787	7.28739437	10.64009654	10.63052967	4.084164207	11.89250965	6.477790499	15.7795764	12.32269007	15.82864228	18.73958482
0.001	11.04975769	6.600734022	14.69033781	8.450207131	11.55982718	10.06312859	12.75488031	4.120372715	13.13394366	11.34043428	6.210612188	13.98099158	7.559968274	7.093532992
0.001	18.77191438	17.42873856	14.07915578	8.112791585	8.284371316	8.163769435	5.792499564	6.784220854	13.34583659	6.37410544	9.674047616	9.506420276	18.8426716	11.55617665
0.001	7.995990669	5.610552566	6.273539162	11.73828226	10.69108848	12.47774064	14.71306164	6.054224903	24.26372957	2.096158194	8.897411599	7.656834564	9.400166603	19.69584641
0.001	7.289744377	14.66755716	14.03497253	19.40950852	11.79633698	8.035974493	4.115932699	5.113888666	18.33882713	4.712302349	7.512208658	6.85045104	8.108737572	9.438514268
0.001	8.049138684	10.57806145	10.06358572	8.277408969	4.313579588	7.389562067	13.45929558	5.16345183	24.68137126	9.48650446	11.48345907	12.36996233	13.54196084	13.74793722
0.001	18.63014999	11.57167793	14.4401483	13.7038977	7.758249447	10.51554828	7.803479596	6.812319156	14.85197144	4.966231907	7.213436867	13.54029213	13.06573955	9.495171908
0.001	12.94077964	17.48940233	13.53127396	18.24083742	4.26259054	14.6204231	13.1874402	6.730917974	16.98866166	6.283180651	7.3195982	6.781615593	17.4160687	15.82821562
0.001	10.55575654	17.75387653	6.553883861	17.17548053	7.11485635	9.918442763	3.166790292	6.108670389	15.33024876	4.182870973	7.881000108	9.141833948	9.706377942	12.99012927
0.001	16.03435935	24.31654651	8.118097791	16.71660136	10.40378319	17.86665351	9.209107998	6.874413361	9.184434554	12.47088659	14.48351171	8.152825536	16.38186659	22.66193078
0.001	12.93755808	5.139459876	18.41622173	8.683587488	9.542960848	8.313716506	15.0430169	3.326912908	15.52683773	2.778713065	7.355011886	9.248008545	15.60110483	16.26621153
0.001	16.95600076	19.19601486	12.08395817	13.51603744	9.499121563	14.31692877	7.868588209	5.054788815	15.36242656	11.95812708	6.38029907	7.382197274	12.2513772	11.28740846
0.001	7.302621629	5.321516168	17.46325977	14.1871377	4.260699706	15.50700077	4.526689255	4.528942709	11.13827934	5.489426045	13.9253781	8.049096675	18.0001086	17.44422993
0.001	15.27491325	8.17486437	3.192726812	4.270205691	5.400042759	13.26470025	9.192423675	4.473743706	7.82351697	11.01176179	6.598290576	11.50437037	14.67317829	9.358032372
0.001	14.69513036	9.092735326	3.067359944	19.68209521	7.022404979	5.527973803	4.279784347	6.081542524	16.62805745	4.614150124	16.35988731	9.185693143	12.01907833	11.5655034
0.001	11.68686453	19.2011204	16.58402637	12.56803138	10.91620507	11.81565584	10.5976598	5.250739855	18.78723115	7.148897516	13.70403386	7.425417382	13.37970696	19.47266405
0.001	9.06973388	20.39632722	4.253958007	8.099676075	10.90665771	6.301779902	13.85395978	6.611091021	10.28585679	5.884274956	10.0951535	12.62529589	9.09331027	20.18546376
0.001	11.17349335	12.90999777	17.53552758	11.48269552	13.05190625	8.908399797	8.237777565	4.264263712	7.847205572	7.067985262	7.841625227	11.76730861	9.598322062	18.28040027
0.001	18.4448039	18.00357078	7.730433301	8.707886618	13.23416785	13.42035092	11.87000293	4.739892586	10.61784163	12.84080449	8.995001693	6.669738929	15.74375479	15.3159062
0.001	10.6697747	10.03578146	6.503762734	11.7358179	13.06554684	4.155687575	8.342055599	5.306937474	10.24034514	5.152634766	9.994365513	7.595104929	12.43842065	24.86083467
0.001	11.64057617	12.17136233	16.79081878	14.15400979	4.997642533	6.329826034	9.171258309	5.227223397	7.23135625	5.310019103	10.81506559	5.403090148	12.01026758	12.25630004
0.001	7.819403839	9.612545788	14.19853539	13.19103762	4.105607775	10.24433555	12.20448851	6.040528194	22.25734618	5.840936172	15.90231625	11.83757701	11.24531872	23.87369683
0.001	10.85314295	11.89055032	15.42154612	9.489341201	11.83283524	11.93353461	3.613727061	3.142425024	7.282173703	5.164238887	10.00548065	4.305315439	8.733569201	17.06399277
0.001	13.22544761	7.31874721	14.14131314	17.72146625	9.886751293	5.993225364	4.713243943	6.00331352	20.59751438	3.173949339	7.043587585	6.983965319	11.21204843	15.12869731
0.001	7.499908422	14.05164189	8.992047789	17.31499266	13.63426189	17.63954375	6.720185572	3.603763324	11.67570611	11.42963537	13.34218508	5.625001897	16.40452005	5.572230557
0.001	18.67197717	12.01990155	8.015919667	6.345575422	13.92636837	7.643173173	5.365072278	5.839978449	11.92349594	11.21350521	15.38392097	12.52673029	13.17732355	12.09688816
