#_prob	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10	var_11	var_12	var_13	var_14	var_15	var_16	var_17	var_18	var_19	var_20	var_21	var_22	var_23	var_24	var_25	var_26	var_27	var_28	var_29	var_30	var_31	var_32	var_33	var_34	var_35	var_36	var_37	var_38	var_39	var_40	var_41	var_42	var_43	var_44	var_45	var_46	var_47	var_48	var_49	var_50	var_51	var_52	var_53	var_54	var_55	var_56	var_57	var_58	var_59	var_60	var_61	var_62	var_63	var_64	var_65	var_66	var_67	var_68	var_69	var_70	var_71	var_72	var_73	var_74	var_75	var_76	var_77	var_78	var_79	var_80
0.001	13.87511	12.56271	16.11338	8.73484	9.87366	6.05076	8.07433	3.58479	14.34914	2.89828	7.40438	3.50905	13.60854	6.09816	19.05775	18.47384	5.36591	13.20239	10.85987	4.48279	13.37532	5.05061	14.39249	5.34742	10.29734	10.29315	14.58353	17.19388	11.55632	9.48183	9.37153	3.89073	12.91179	11.35522	15.10641	13.35079	8.35411	14.92169	7.91784	7.09441	10.12704	5.70673	15.10101	9.56291	10.83064	6.45855	9.16833	3.12726	9.86259	7.57808	13.40107	7.74692	13.10635	11.49641	15.28609	9.56291	11.34449	7.09421	2.9144	6.66686	25.37466	6.06177	12.7195	11.52769	11.98829	7.38701	8.56549	11.24785	11.83167	5.16218	12.32879	2.60077	19.55559	4.54372	11.67789	12.5853	16.70947	16.65619	9.59373	12.47598
0.001	13.7404	20.02804	10.52088	12.47598	8.9775	5.28634	11.42462	4.39597	21.7481	2.29935	10.64555	12.00946	16.2368	4.76251	7.91784	6.3946	11.96649	9.09047	3.76304	5.02777	11.5978	4.54372	10.06127	6.97627	6.44267	17.64407	10.64661	16.50349	11.62589	10.60631	12.62126	4.31196	12.3145	6.77958	6.56216	11.105	9.61079	10.65408	6.83201	11.75604	9.61079	16.65619	14.75036	5.46411	6.24265	14.84318	11.19211	3.30356	21.7481	3.4838	6.24092	12.28212	14.01284	17.23688	5.77333	13.88863	12.68379	11.88663	10.64808	3.3642	7.65016	11.07593	7.23111	5.80664	10.04296	14.143	6.83201	3.48998	13.36789	13.20239	11.5446	2.49982	21.7481	2.78878	6.08334	6.48732	16.46524	18.98894	9.45375	8.60168
0.001	10.29734	3.2353	11.01497	6.62435	8.27312	11.38409	5.91212	3.78559	17.38171	4.46181	14.1779	13.92047	9.03171	13.12696	13.53511	7.09441	12.40857	11.22299	5.58317	2.89755	7.39703	5.58718	5.73755	10.54555	10.47062	11.49641	6.42947	12.66468	12.03356	17.35554	13.27433	2.92801	9.59203	3.39323	11.67789	13.92047	8.0955	25.60639	9.86767	13.2552	10.29734	21.60057	14.58353	15.33353	10.28553	6.87894	8.96046	4.07454	5.79883	6.77958	8.50326	9.49014	13.60854	16.65619	11.83064	4.21039	11.41562	12.99927	11.5446	6.42297	9.86259	9.41742	10.17498	10.54555	9.87455	6.4554	9.31164	9.00514	7.22897	14.57835	9.27048	5.33338	11.18221	5.31487	6.48107	12.14254	11.38785	8.65644	12.51493	5.83002
0.001	8.35411	18.06983	10.39359	7.57962	12.40857	15.12233	13.64814	4.31196	6.38367	5.77364	9.09743	12.75214	15.81711	8.88233	6.21844	10.14737	7.83224	5.40598	12.05356	2.44077	8.99641	3.57207	5.48278	6.73702	14.2983	11.81301	16.87404	4.21039	9.78876	7.64852	9.57055	2.3725	19.02688	3.30018	10.17498	11.75962	12.6385	10.829	9.73168	8.86931	7.32675	9.10105	10.39359	6.50905	7.35508	5.40598	2.57011	4.27094	14.18196	3.98418	10.89121	11.75962	11.58312	21.97364	11.48797	11.93118	4.15933	16.87084	1.68232	4.86528	21.3903	3.90525	6.08334	6.61356	15.25658	11.49641	13.13468	14.81956	10.44479	8.96318	13.64814	3.48859	7.88117	7.57808	5.62331	6.2257	13.47935	19.23568	15.89095	11.75604
0.001	8.9269	15.75513	5.29099	10.76282	11.89931	5.52156	14.30415	3.30356	16.5474	1.6727	12.40506	12.14254	9.33095	13.69816	3.05375	6.05617	12.32684	7.53572	9.76562	5.14397	15.03987	4.38059	13.22314	9.57212	13.7404	7.38701	15.47873	5.05475	8.05671	8.58998	3.50303	2.83331	12.16861	13.1186	9.62051	13.12986	6.93578	21.25162	16.87404	6.05617	12.75261	11.1688	11.83064	10.92211	7.09976	6.6671	13.64814	4.31196	16.15236	9.77074	9.5136	10.72388	8.0955	7.38701	16.87404	4.74825	9.70294	8.58998	3.50303	3.75129	8.48362	4.22014	11.0169	12.93237	5.64512	20.92263	11.25388	6.62435	4.70716	6.05076	7.95652	2.28852	13.37532	6.77958	9.72869	5.80664	8.9269	17.03955	11.94274	5.59022
0.001	6.44267	13.2676	8.56549	11.58387	9.43938	16.87084	11.30717	4.19071	10.51126	7.11037	7.94034	14.37676	15.25658	18.74956	10.8936	9.70636	12.5861	17.35554	6.37381	3.45709	15.95973	4.46181	15.66605	7.20628	11.48491	20.61053	7.39489	15.8905	8.27312	9.34974	4.23551	4.86528	8.09502	9.77074	7.75887	5.50569	5.64512	14.29484	4.47115	7.45682	16.9733	7.92744	13.81649	9.99852	13.36789	12.23976	10.75307	5.33338	10.24993	5.31487	13.22314	5.95026	14.15383	16.46977	13.2655	6.3946	10.12322	10.90939	8.63902	3.04204	22.12762	2.67482	11.54098	4.83368	9.4262	16.46977	7.21214	7.95435	13.63507	6.87894	16.18739	6.25501	11.04592	5.96455	6.56216	9.15421	9.23356	20.02804	11.60329	9.00514
0.001	9.95934	10.829	13.13468	9.28101	11.05439	2.63208	15.59247	3.52036	9.15332	5.40471	11.40654	9.57212	12.98644	10.10665	9.45375	6.16818	12.78932	15.41843	15.59247	2.72638	22.12762	7.95265	5.27872	6.85787	16.02143	17.23688	9.86767	9.99852	6.96718	12.06123	8.74751	6.66686	10.38011	5.22592	8.6976	6.08984	11.19698	21.60057	11.83064	7.57962	8.59418	19.7543	10.26468	5.19702	8.88134	4.89799	3.76304	4.39597	8.48362	5.13784	9.40791	10.45902	11.2919	15.75513	11.37151	18.00148	11.05439	8.46821	10.85987	3.45709	19.55559	2.29935	12.25334	11.20626	13.10635	14.76191	5.03254	4.90554	10.52333	10.45841	6.22373	2.83331	16.75015	4.14088	12.25334	9.97101	16.9733	21.60057	13.39893	11.08375
0.001	10.64705	17.23688	12.28105	5.46411	10.67832	9.48183	7.07661	2.49982	9.72925	7.57808	7.84924	10.8159	7.49945	13.84473	14.42168	9.28101	8.9775	5.63348	9.57055	3.75129	10.24993	2.43095	7.94034	11.31029	15.43578	15.92943	9.02064	19.02003	11.48623	15.12233	10.5448	3.18513	11.45813	7.95265	11.54098	2.44834	14.2983	17.43831	12.16675	9.99852	11.48491	15.41447	7.02465	6.28098	8.68481	2.63208	13.10081	4.43901	12.91179	6.06177	9.83818	6.61356	10.91797	10.47554	4.76011	11.24785	10.75481	3.09484	0.97125	4.48279	7.88117	4.79375	7.40438	6.2257	11.19698	22.81824	2.58073	8.60168	7.59876	13.85182	12.18921	3.85529	13.53303	8.78196	9.30334	11.41734	14.59882	18.29051	10.8936	13.2552
0.001	12.09289	20.92263	13.53511	6.05617	13.36789	12.06123	4.23551	3.2736	22.12762	10.5851	13.77505	8.14981	15.6223	8.65644	12.51493	13.67213	11.20057	4.09696	13.45631	4.11273	10.38011	4.87858	10.407	6.3581	16.70947	10.65408	8.87153	14.81956	11.20057	9.75121	10.85987	4.7635	12.61032	6.36101	5.83635	8.89316	13.10635	22.37665	9.59373	9.00514	11.19698	12.11963	15.28609	6.16818	11.27281	13.62799	5.2336	4.8138	15.21848	11.07593	6.16189	12.14254	9.23356	7.92744	17.50663	4.58142	5.55854	4.09696	13.64814	3.61745	16.95665	0.55744	8.59998	3.21265	13.7404	8.17998	6.21844	10.92211	12.40857	12.23976	3.22216	3.2736	20.41735	9.41742	7.94034	3.21265	7.95775	9.51944	9.86767	14.33996
0.001	9.87455	12.70628	16.34932	15.8905	9.07233	8.71302	4.00623	3.68371	21.05086	9.08941	11.54098	13.12986	9.70036	12.98769	6.83201	12.85727	4.44859	7.76233	10.24453	6.66686	20.11963	3.30018	12.10496	5.50569	9.70036	14.44855	4.76011	11.93118	11.96649	6.45855	11.19211	2.95751	15.39966	6.16022	8.50326	7.31814	14.75553	17.85447	7.02465	5.46411	6.11742	15.92943	4.47115	15.60596	3.82485	9.34974	5.04976	5.26795	16.5474	10.3644	14.61755	8.6231	15.08389	21.60057	6.21844	5.19702	10.90584	10.60631	13.85162	3.12726	23.45195	3.74237	14.85478	11.0063	7.49945	13.40965	5.77333	16.83715	5.36591	12.60975	12.05356	3.21439	12.76033	5.58718	9.83818	4.23966	17.5858	22.81824	8.87153	5.71205
0.001	17.5858	12.98769	5.77333	10.92211	9.70294	6.7726	8.30489	2.3725	14.86372	2.15977	6.892	6.73702	8.9269	15.92943	15.47873	8.60168	13.1839	2.63208	7.07661	2.5526	9.99238	3.74237	11.81741	9.40738	6.11742	7.66366	13.13468	5.71205	9.95769	5.40598	10.14739	4.19071	15.21848	2.43095	7.58026	7.84989	10.04296	14.44855	7.39489	9.14236	9.51944	15.24788	12.05412	8.33915	7.59876	9.88864	9.76562	4.15145	15.39966	6.46344	11.40654	8.53087	10.21182	15.24788	8.56549	7.33503	4.94314	5.16218	9.27048	3.18513	26.48432	6.56731	7.49198	9.15421	11.58312	9.31323	6.42947	8.20971	12.49472	16.87084	5.4112	2.44077	6.78643	5.67988	6.4005	13.35079	8.7084	18.74956	2.58073	6.28098
0.001	12.98644	18.29051	9.59373	6.3946	3.82485	9.21931	12.18921	6.25501	24.61049	6.06177	6.56216	11.20626	8.0955	11.65602	4.76011	12.10943	8.37855	14.57835	7.95652	4.03684	7.11386	4.30004	6.97588	5.65859	12.98644	9.51944	13.39893	7.95435	6.6908	12.80188	7.592	3.42586	10.64339	7.70046	6.08334	3.21265	11.78315	11.49641	13.13468	12.47598	9.87455	16.46977	13.13468	11.75604	10.60117	10.60631	7.33885	3.82025	9.99238	4.38059	8.89559	13.35079	9.4262	13.84473	4.16223	9.85154	9.87366	10.45841	2.57011	3.01404	24.61049	8.08279	14.1779	5.18318	15.08389	24.5861	16.60156	11.58387	12.5861	10.7566	7.33885	2.76369	23.45195	7.70046	17.99505	12.28212	11.58312	11.1688	8.08463	11.58387
0.001	8.59418	21.97364	17.89284	9.14236	10.52333	7.20318	11.5446	4.27094	12.91179	6.88812	6.32046	4.83368	14.44653	20.61053	3.46282	6.74052	8.88134	8.22834	7.46651	4.86528	12.3145	10.5851	7.06035	8.43747	5.64512	14.76191	15.67993	19.69187	10.83064	7.31307	13.45631	4.8138	17.38171	2.01055	7.94034	9.49014	9.4262	15.75513	18.36791	3.99926	9.23356	11.96751	17.50663	16.18892	12.5861	5.28634	16.18739	4.97216	9.4506	10.5851	14.1779	6.2257	11.68252	20.31295	9.86767	6.50905	6.6908	8.83738	7.95652	2.49982	11.31961	2.89828	11.40654	7.74692	17.5858	11.33405	11.60329	6.05617	7.71669	10.31279	8.19043	3.96288	11.45813	4.38059	9.40791	10.72388	13.35268	13.55316	17.17262	7.82836
0.001	11.68252	4.76251	13.81649	9.42115	10.12322	4.75644	3.22216	3.24388	13.21924	10.15633	11.95972	11.105	11.78315	22.37665	9.31164	5.46411	5.55854	7.42391	16.18739	4.19071	8.66252	10.3644	11.95972	4.01582	12.30643	17.03955	15.10101	8.08146	8.37855	9.61563	5.04976	3.09865	9.99238	9.95894	10.29021	12.42924	10.91797	5.70673	17.17262	15.60596	14.01284	14.44855	12.63468	3.15406	6.54632	10.02799	9.57055	3.68371	18.52762	7.11037	9.94902	8.7142	8.7084	13.40965	7.21214	6.62435	8.27312	4.60722	8.07433	2.44077	18.28761	5.22592	8.99601	6.08984	10.29734	10.65408	10.52088	5.19702	8.88134	10.60631	10.96858	5.54723	10.24993	1.24661	7.75887	12.93237	12.19892	11.81301	13.2655	4.21039
0.001	11.78315	16.10655	14.58353	15.60596	11.62589	9.61563	8.85464	4.57274	16.75015	5.96455	5.48278	9.97101	6.11742	14.44855	13.9621	8.46979	8.78379	9.21931	5.75	3.24388	12.02403	4.22014	12.7195	13.35079	9.23356	21.60057	10.52088	8.20971	12.17431	11.38409	7.71543	5.33338	8.83309	4.9642	7.23111	12.14254	11.01003	15.08365	17.50663	5.83002	14.59882	11.49641	15.47873	5.83002	11.83167	12.99927	2.9144	4.35363	12.3145	3.10573	5.73755	5.01223	11.98829	4.13969	10.00179	20.66745	10.28553	4.75644	8.41776	4.11273	22.97168	6.25995	9.19986	9.40738	9.51944	12.56271	13.67424	8.86931	4.94314	17.35554	9.37153	3.45709	5.79883	3.57207	7.58026	3.50905	16.2368	16.28661	15.47873	15.8905
0.001	9.70036	11.96751	17.50663	4.40306	7.71669	7.8772	6.66385	5.26795	9.30452	4.70967	17.99505	5.34742	10.47062	5.26884	5.5374	14.81956	9.78876	14.08409	8.41776	4.39597	16.3482	6.77958	5.92467	11.0063	12.75261	18.98894	14.42168	6.85757	13.03432	17.95174	8.07433	3.33376	16.75015	4.70967	8.59998	7.95132	7.1402	10.10665	12.51493	5.33324	7.81328	21.97364	11.25388	9.14236	9.34938	8.96318	7.95652	3.42586	23.45195	8.08279	11.54098	7.64234	16.02143	3.2353	13.00631	6.05617	9.52829	12.23976	8.19043	3.07025	13.53303	4.87858	9.94902	2.44834	9.13387	12.41714	11.01497	7.33503	10.83064	6.35547	9.76562	3.33376	9.4506	3.39323	12.56036	10.20883	7.66098	6.4554	4.16223	11.24785
0.001	12.75261	9.91575	14.2644	8.08146	12.03356	6.45855	8.19043	4.52736	7.39703	5.13784	15.98449	13.35079	11.19698	17.23688	14.92266	16.50349	6.08236	7.64852	8.74751	2.68706	19.55559	1.4751	8.4074	7.42803	7.81328	15.41447	9.59373	11.24785	12.32684	5.52156	12.77507	4.07454	10.77653	12.02894	5.27872	5.65859	9.70036	13.99298	15.10101	18.47384	13.22839	8.65644	11.37151	7.57962	8.78379	7.20318	11.5446	3.85529	17.82456	3.57207	10.52542	4.44903	8.22739	16.84605	12.05412	17.19388	13.36789	16.45166	14.84969	4.39597	11.45813	6.46344	6.72596	10.45902	12.09289	21.25162	11.83064	14.57589	9.95769	7.31307	3.50303	3.04204	8.29504	7.95265	12.88277	8.53087	11.2919	4.13969	10.13411	9.56291
0.001	13.47935	17.64407	4.47115	19.02003	13.03432	5.16218	9.57055	4.35363	13.37532	5.49547	11.27446	7.74692	18.41973	10.65408	16.34932	11.75604	6.83096	12.06123	9.95697	3.78559	18.77388	2.89828	9.5136	6.2257	10.8268	18.74956	7.02465	9.70636	9.70294	4.44895	2.57011	3.61745	9.86259	1.4751	7.31742	4.83368	10.47062	18.51693	12.75643	16.18892	10.8268	11.33405	12.39708	18.47384	4.44859	10.31279	14.56164	6.11846	10.77653	1.24661	6.4005	13.92047	13.22839	7.0954	11.60329	2.66627	10.60117	7.31307	6.94176	4.15145	13.21924	9.77074	5.62331	7.53607	17.95975	11.96751	11.94274	7.57962	3.41343	7.64852	13.45631	4.7635	11.31961	2.15977	15.66605	9.65334	10.47062	14.76191	10.77083	9.70636
0.001	6.11742	14.76191	16.87404	13.67213	9.34938	6.87894	10.96858	2.92801	12.61032	12.47332	13.40107	11.64166	9.78825	15.58351	16.60156	18.00148	12.03356	11.54827	11.5446	5.20489	10.77653	5.40471	14.61755	12.14254	8.0955	14.143	12.16675	11.08375	10.12322	6.98613	6.06992	3.30356	18.28761	3.57207	12.25334	10.54555	12.52616	6.78609	15.89095	5.94447	9.33095	18.29051	14.42168	4.21039	9.43938	7.76233	5.91212	3.3642	8.66252	2.43095	11.81741	5.50569	9.13387	14.29484	2.58073	8.20971	3.41343	14.57835	10.96858	4.7635	9.4506	8.21586	5.27872	11.88204	12.86856	17.23688	10.26468	7.70345	12.03356	6.6671	9.95697	2.79926	25.37466	7.22426	11.54098	5.01223	7.81328	8.42263	5.29099	8.46979
0.001	10.7365	23.88347	11.48797	14.11107	11.12777	7.31307	8.96046	5.54723	15.39966	3.98418	12.88277	11.31029	13.10635	19.23568	10.00179	9.42115	8.05671	6.15158	11.30717	3.71733	14.18196	10.15633	5.83635	10.90999	8.47621	12.26948	4.47115	6.05617	5.91554	10.02799	8.19043	5.40149	11.88073	10.5851	15.98449	10.29074	9.95934	12.56271	5.5374	5.19702	16.46524	20.92263	15.89095	12.85727	10.75481	12.80188	0.97125	5.62587	19.55559	9.25059	12.56036	6.48732	11.19698	11.96751	11.01497	13.05402	11.83167	5.03296	11.42462	4.71432	9.30452	6.67266	9.30334	11.31029	19.08767	15.08365	7.57322	17.57923	3.82485	11.88663	15.59247	2.92801	16.3482	4.87858	8.50326	12.75214	5.64512	16.10655	5.77333	12.85727
0.001	9.51944	9.72014	8.71986	12.66468	9.95769	7.64852	7.95652	4.619	11.04592	3.74237	10.89121	7.95132	11.68252	9.51944	14.58353	11.08375	8.58432	9.75121	13.27433	3.55243	9.30452	6.56731	8.59998	11.52769	8.81921	15.08365	5.29099	9.00514	3.82485	13.20239	9.27048	5.62587	10.51126	3.20443	10.64555	9.32382	11.2919	6.09816	15.28609	10.92211	15.08389	17.03955	3.46282	14.81956	10.12322	12.06123	12.05356	2.83331	9.30452	3.74237	17.99505	7.95132	14.44653	23.88347	13.13468	8.33915	9.61613	6.98613	10.3431	2.68706	14.18196	8.63484	14.61755	7.84989	8.47621	8.65644	10.13411	12.85727	8.58432	4.60722	6.37381	2.16657	8.83309	4.22014	7.23111	2.44834	6.7071	13.40965	14.42168	20.66745
0.001	17.2624	11.33405	9.02064	4.58142	11.20057	7.76233	10.14739	5.20489	6.78643	5.05061	6.08334	9.32382	8.81921	23.31225	17.89284	4.90554	11.41562	5.03296	4.66042	5.89481	20.72722	7.70046	5.62331	10.72388	14.01284	6.78609	6.21844	11.75604	11.27281	7.99313	8.96046	3.68371	6.78643	8.63484	11.27446	10.90999	15.43578	11.96751	14.92266	4.74825	8.7084	6.09816	3.8285	6.74052	11.48623	8.22834	11.66728	3.65042	14.86372	3.65821	14.39249	11.88204	8.47621	12.70628	9.45375	5.94447	12.5861	12.60975	12.05356	2.5526	15.95973	5.05061	10.06127	4.44903	9.95934	8.42263	6.63379	12.66468	11.12777	12.4225	9.86175	3.09865	26.48432	4.70967	13.05052	8.05127	9.33095	11.65602	8.40827	6.85757
0.001	16.46524	5.26884	12.75643	16.18892	10.36553	5.74205	12.32879	4.66617	19.55559	8.78196	6.48107	10.20883	11.01003	13.40965	3.8285	3.48998	9.87366	10.90939	9.86175	3.33376	9.86259	3.98418	17.25931	10.1283	11.78315	19.49052	4.16223	14.33996	12.40857	11.54827	6.22373	4.43901	17.60077	2.29935	6.24092	12.93237	15.81711	14.60422	3.8285	6.85757	14.15383	9.51944	7.57322	16.83715	4.94314	3.41352	7.592	5.20489	20.11963	4.54372	12.25334	5.34742	14.91706	11.1688	14.2644	9.99852	7.09976	13.85182	3.76304	2.95751	12.61032	3.57207	9.09743	9.65334	13.60854	12.26948	14.11131	8.73484	8.27312	6.25315	7.46651	2.89755	24.61049	10.15633	5.73755	13.60625	9.95934	3.2353	10.64661	19.69187
