#_prob       var_1    var_2    var_3    var_4    var_5    var_6    var_7    var_8    var_9    var_10    var_11    var_12    var_13    var_14    var_15    var_16    var_17    var_18    var_19    var_20    var_21    var_22    var_23    var_24    var_25    var_26    var_27    var_28    var_29    var_30    var_31    var_32    var_33    var_34    var_35    var_36    var_37    var_38    var_39    var_40 
0.011111 15.43578 15.41447 15.67993 12.29097  9.78876 16.45166 12.32879  3.27360 14.86372  1.84934  5.83635  4.83368 16.23680 18.06983  5.03254 13.46112  9.61613  7.31307  5.23360  4.19071  9.59203  8.78196  7.49198  9.73382  9.23356 11.00051  6.83201  5.83002  6.39710  7.09421  6.52045  3.07025  9.15332  7.82526 10.64555  5.18318 12.19892 22.37665  5.03254 15.07179
0.011111 10.64705  5.26884 11.60329  5.71205  8.78379  6.25315  7.59200  3.24388 19.02688  6.46344  6.56216 11.75962 13.10635 24.58610 13.67424 11.75604  9.43938  7.20318  8.74751  3.12726 17.38171  0.96556  7.40438 10.63380 13.87511 17.64407 15.28609  9.42115  6.69080  5.74205  6.37381  3.61745  6.78643  6.36101  9.94902  6.35810  6.70710 16.84605 17.89284 10.14737
0.011111 10.38360 11.96751  9.73168  5.33324 10.60117 13.85182  5.23360  5.79847 17.16709  7.70046  7.75887  8.53087 14.75553 16.10655 12.75643 10.60579 13.36789  4.75644 10.85987  2.86603  9.30452  1.67270 10.06127  5.80664 11.38785 25.60639  9.31164 15.07179  7.35508  9.34974  4.85898  2.28852 16.75015  9.41742  6.72596 14.37676 14.15383 16.65619 10.26468  9.99852
0.011111  9.87455 19.23568 11.01497 13.67213 12.17431 13.41176 10.05163  2.83331  9.72925  4.62634 12.25334  2.86992 10.73650 17.64407 15.10101  7.21424  7.09976  4.09696  7.71543  2.49982 13.21924  3.20443  9.09743 10.29074  8.35411 18.98894 13.26550 15.60596  9.25823  6.25315  4.45303  5.79847 10.24993  2.29935  6.32046  8.53087  8.09550 17.64407 14.92266  9.42115
0.011111  8.35411  8.88233  7.02465 10.14737  5.16158 10.75660 12.77507  3.96288 21.05086  3.98418  5.48278  7.84989 15.08389 11.16880  9.02064 14.57589  7.22897 12.99927  8.52912  6.11846 14.18196 13.11860  7.75887  9.40738  6.44267 14.92169 10.77083  9.56291  6.54632  5.63348  5.75000  4.48279 13.53303 11.07593  5.92467 13.12986 15.43578 13.12696  9.45375  6.05617
0.011111 18.41973 22.37665 10.26468  5.05475  6.83096  9.75121  6.80423  2.37250 16.75015  4.96420 12.71950  8.71420 12.98644  3.23530  3.46282  8.60168  7.94554 10.16935  3.22216  3.61745  6.78643  4.96420 10.89121  8.80421 12.30643 12.11963 19.05775 13.25520 10.36553  3.89667 12.62126  5.26795  7.11386  5.77364 11.14462 12.93237 12.41549 13.84473 11.83064  6.85757
0.011111  9.42620 15.75513 10.39359 14.57589 10.12322  3.67261 11.92154  3.89073  9.15332  9.25059  8.40740  6.73702  9.87455 13.69816  8.87153 10.45093 11.83167  7.87720  7.95652  6.42297 15.77016  6.25995 10.40700  8.89316 10.55844 14.14300 16.34932 16.83715 10.60117 10.60631  4.23551  2.16657 17.38171  9.25059  9.62051  7.95132 11.29190 15.41447 12.28105  8.33915
0.011111  7.14020 14.14300 14.92266 12.85727  8.27312  4.89799 13.27433  3.65042  9.59203  9.08941 13.58484 10.37411  9.13387  4.13969  6.42947  9.56291  9.25823  7.53572 14.56164  4.97216 17.60077  3.00379 14.85478 10.90999  9.42620 18.29051  9.59373 17.19388 11.20057  8.58998  7.83691  2.55260  9.45060  7.95265  6.24092  7.31814 11.88506 13.99298 15.28609  7.70345
0.011111 11.58312 12.41714 14.75036 10.29814  8.97750 10.45841  9.76562  3.39490 11.59780  4.87858  8.79612  9.06810 11.68252 13.40965  8.08463  3.15406 11.76356 15.12233  9.47155  2.60077  8.83309  1.47510  9.72869 12.14254 11.10303 18.06983  1.15402  8.46979 10.04087 17.35554 12.77507  3.99963 21.05086 13.11860  7.84924 11.75962 12.30643 16.28661 12.63468 12.29097
0.011111 13.22839  8.65644 17.50663  6.28098  9.95769  8.11017  3.22216  4.15145 10.91070  5.58718  8.69760  1.83617 12.09289 17.23688 15.89095  5.59022 10.20476 14.32585 15.18277  5.40149  7.39703  4.54372  5.92467  9.97101 16.97330 15.92943  7.74745  5.33324 10.83064  4.27974  3.22216  3.92659 22.12762  6.99836 10.06127  9.89264 10.73650  4.76251  8.71986  6.28098
0.011111  8.09550  7.09540  9.86767  9.56291 11.48623  5.84756  8.96046  2.79926 13.69243 10.82105  9.62051  8.80421 12.75261 16.28661 10.39359  5.71205  7.59876  3.67261 13.64814  2.98612 21.74810  8.35206  6.24092 12.58530 10.64705  7.66366  4.16223  5.19702 11.96649 14.84318  8.19043  3.68371  8.09502  2.55579 15.37544 13.92047 15.08389 23.88347  5.29099  6.16818
0.011111 14.75553 12.70628 12.63468 12.10943  6.96718  7.99313  9.47155  2.55260 11.73866  3.00379  6.80870 10.45902  6.11742 13.99298  4.16223  8.20971  8.58432 10.75660 12.93468  3.45709 19.02688  5.58718 16.75264  7.31814  8.09550  9.51944  6.21844  6.74052  8.78379  4.89799  9.57055  2.95751 12.46172  3.20443 16.34073  6.73702 13.47935  4.13969 11.01497 11.93118
0.011111 14.29830 14.92169 13.96210  7.09441 12.10263 10.02799 14.06915  3.01404 11.04592  7.95265 12.10496 11.00630 11.78315 21.25162  7.21214  6.62435 12.17431  5.74205  6.80423  4.27094 12.91179  6.67266  9.30334  4.83368 15.81711  6.09816 10.13411 13.67213  7.22897  4.60722 11.42462  3.96288 18.77388  9.95894 13.97245  9.40738  6.11742 13.69816 10.89360  6.50905
0.011111 13.47935  7.66366 12.16675  8.08146  9.61613  7.31307  4.23551  5.08499 10.38011  7.57808  9.09743 10.72388 12.52616  7.38701 14.26440 17.19388  6.08236  5.63348  6.06992  3.82025 19.28723  7.82526  8.99601  7.09237 11.68252 22.81824  9.16730  6.05617 12.17431  7.99313  1.68232  4.86528 13.21924  3.98418  7.75887 10.12830  7.66098  7.09540  8.08463  3.15406
0.011111 12.75261  9.10105  6.00001  4.90554 12.58610 18.81748 12.62126  2.28852 16.15236  8.78196 10.06127 10.63380 11.19698 16.84605 14.58353  6.28098  7.35508  3.89667 12.05356  3.85529 16.15236  2.43095 14.39249 10.37411  8.70840 15.58351 11.01497 15.89050  4.15933  8.46821  8.52912  3.65042 12.91179  6.77958  6.16189  6.97627 11.68252 18.51693  6.83201  5.46411
0.011111 10.12704 23.31225 13.13468 13.25520  5.55854  9.34974  9.86175  4.52736 15.77016  4.54372 11.95972  3.77401 13.22839 17.85447  5.53740  9.42115  7.83224  9.21931 12.62126  5.33338 12.46172  4.06225  8.31238  6.48732 17.58580  7.09540 11.48797 14.11107  7.59876 11.71572  9.37153  4.35363  9.99238  6.46344  6.08334  7.20628 18.41973 12.11963 15.47873  4.58142
0.011111  9.03171  8.17998  5.29099 11.41451 13.63507  8.83738  9.66856  4.97216  7.65016  6.56731  6.32046 11.88204 17.58580  6.78609  4.47115 10.76282 13.03432  6.66710  4.00623  5.08499 10.91070  4.22014  8.69760  6.22570  7.32675  5.26884 17.17262  9.28101 11.69497 13.62799 12.93468  5.89481 13.85367  2.89828  8.40740 11.88204 10.47062  3.23530  9.86767  9.28101
0.011111 10.21182  8.42263 10.00179 14.81956  7.59876  6.15158 10.34310  3.09865 22.12762  4.70967 10.89121  8.98110 11.48491 14.60422  2.58073 13.67213 10.04087  9.88864  4.66042  5.89481 22.97168  2.15977  8.79612  5.18318 13.22839 16.46977 15.10101  4.21039 12.90496  9.48183 10.75307  2.83331 11.04592  4.96420  7.94034  9.81358 11.38785 17.85447  9.02064  6.62435
0.011111  7.95775 18.74956  6.63379 11.93118 10.90584  8.22834  7.33885  4.11273 14.68994  6.99836 16.75264  7.31814 16.70947 19.49052  7.91784  6.50905  5.55854 14.84318  5.58317  3.89073 16.54740  4.62634  7.06035  8.24699 15.62230 15.41447  7.91784  4.40306 10.28553  8.96318  6.06992  3.55243 17.82456  5.67988  9.19986  1.83617 14.29830 13.26760 16.34932  7.82836
0.011111 17.95975 17.43831  9.16730 15.89050 11.12777  8.46821  9.16833  3.75129 21.39030 12.47332 11.14462  6.22570  9.33095 15.75513 10.00179 19.69187 12.03356  8.83738  6.37381  3.33376 13.85367  7.34010  6.89200 13.35079 13.10635 15.24788  8.71986  3.15406  6.96718  5.84756 11.30717  3.30356  8.99641 11.66766 11.27446  5.95026  8.35411 15.75513 13.00631  5.59022
0.011111 10.04296 11.65602  8.71986 11.75604  8.48226  5.40598 12.93468  3.12726 17.60077  7.45800 11.40654  7.53607 18.41973  8.17998  9.73168 15.60596  9.52829 12.80188 14.30415  3.27360 25.37466  5.13784 10.52542  9.57212 13.35268 14.29484 12.05412 11.24785  4.94314  5.95025  9.06501  4.97216 23.98923  4.38059  6.97588 12.42924  7.95775 14.76191 13.53511 18.00148
0.011111 13.60854  9.72014 12.75643  9.85154 11.05439 12.42250  5.91212  4.03684 20.11963  5.05061 10.29021  9.15421 13.35268 21.60057  9.16730  4.40306  4.15933  7.64852 15.59247  3.92659 19.83275 11.35522 16.34073  8.98110 16.70947 11.81301 10.89360  5.71205 10.90584 13.20239  8.85464  3.36420 10.51126  8.78196  5.83635 11.00630 16.97330 10.47554 14.26440  5.94447
0.011111 13.87511  6.09816  8.87153 17.19388  4.15933 10.16935  7.71543  4.39597  5.79883 11.07593  8.31238 10.29074  7.66098 21.97364 11.83064  9.14236  6.24265 13.62799  6.94176  3.30356 13.69243  6.88812  6.00529 11.20626 12.09289 16.10655 11.71750  9.70636  9.61613  6.87894  9.86175  4.61900 15.03987  4.79375 13.58484 11.64166 14.44653 25.60639 11.94274 13.25520
0.011111  5.64512 16.28661 13.00631 10.60579  7.47827  7.20318  8.52912  4.81380 13.85367  3.48380  6.40050  9.32382 10.21182 11.65602  7.02465  5.46411  6.96718  6.15158 12.32879  3.99963 12.31450 11.66766  6.64379  4.01582  7.95775 15.08365 13.53511  7.82836  8.27312 15.41843  5.41120  2.76369  9.72925  4.87858 13.40107  3.77401  9.70036 17.43831 14.58353 17.19388
0.011111  9.33095 21.60057 16.34932  6.74052  8.58432  5.74205  8.41776  2.92801  9.30452 12.02894  8.50326  7.95132 14.15383 17.43831  7.74745 10.14737  8.16587 16.45166 12.18921  2.64536 11.18221  3.39323  6.32046  1.83617  9.33095  8.65644 17.50663  7.21424  9.78876  6.98613  5.04976  4.71432 12.76033 10.36440 10.40700  9.06810  9.87455 14.29484 15.10101  8.46979
0.011111 10.55844  7.92744 16.87404 16.83715  8.37855  3.41352  6.94176  3.92659 15.95973  1.67270  9.51360  3.50905  7.32675  5.70673  6.83201  8.73484  5.36591  7.09421 10.05163  2.79926  8.09502  5.67988  7.23111 12.28212  9.03171 14.60422  2.58073  8.20971  7.47827 14.57835 11.07928  4.66617 10.91070  7.45800  7.06035 10.81590  7.32675  8.42263 12.05412 14.81956
0.011111  9.51944 18.29051 12.39708 13.46112 13.03432  7.42391 12.05356  4.57274 21.74810  2.15977 11.27446  7.09237  9.78825 12.56271 15.67993 11.41451 10.75481  5.84756  6.22373  2.16657 10.64339  7.45800  5.48278  2.86992 14.15383 20.02804  7.57322 18.47384 13.03432  9.21931 12.18921  2.68706 14.86372  3.65821  9.72869 10.72388 16.02143 11.81301  8.24804  7.57962
0.011111 11.88506 20.61053 12.88027  6.05617  3.82485  7.64852 11.19211  2.60077 10.64339  4.22014  7.66922  5.80664  6.93578 14.44855 12.05412  5.33324  8.97750  5.95025  2.91440  3.52036 19.55559 11.07593 11.95972  6.08984 17.95975 11.65602 11.83064 16.18892  9.52829 12.42250 10.44317  3.42586 19.02688  2.43095  6.48107 11.10500 10.82680 23.31225  9.31164  3.99926
0.011111  9.61079  9.91575  1.99890  6.39460  5.36591 13.62799  8.30489  4.86528 13.06475  3.20443  8.99601 11.20626  9.23356  6.09816 14.42168  6.97553  9.70294 16.07695  6.66385  2.28852 18.28761  2.55579  6.72596  8.71420 14.75553 20.92263 16.11338  7.09441  4.44859  9.75121 11.92154  3.21439  7.88117  4.70967  5.48278  4.83368 19.08767 11.96751  1.99890  5.71205
0.011111 15.08389 14.76191  5.77333 19.02003  7.35508  6.35547  7.07661  2.89755  9.99238  5.31487 12.56036  7.74692  9.03171 22.37665  9.31164 10.29814 12.32684  6.56243  8.96046  4.71432 14.34914  9.25059  5.73755  9.89264 10.91797 24.58610 13.00631 12.29097  5.55854 16.45166 10.24453  5.54723 15.58352  5.96455  7.58026 10.45902  7.49945  6.09816  6.63379 12.47598
0.011111  6.11742 10.29315 15.89095  2.66627 10.20476  7.87720 11.30717  3.71733 13.21924  9.77074  9.19986  6.35810  6.44267 18.74956 11.37151 17.57923  6.54632  8.46821  4.23551  3.07025 12.16861  8.49163 11.27446 11.64166 12.19892 10.65408 10.64661 13.46112 13.18390  6.66710  7.95652  6.66686 16.95665  9.08941  7.66922  8.80421 11.78315  9.91575 13.67424  8.73484
0.011111 11.98829 11.16880  7.91784 14.33996  9.25823  6.98613 13.10081  3.15609 10.77653  6.25995  7.23111  9.40738  9.51944 20.92263 11.01497  4.90554  5.74129  6.35547  9.76562  3.01404 10.24993  1.84934 15.37544  7.74692 12.98644 13.99298 13.13468 12.66468 13.63507  6.77260  3.76304  4.76350  6.38367 10.15633 13.22314 12.58530 10.64705 12.26948 12.88027 10.45093
0.011111 15.81711 12.11963  5.03254  4.58142  6.24265  6.45855 10.64808  3.52036 16.95665  5.96455  8.89559  8.24699 11.38785  7.09540 13.39893  5.94447 10.52333 11.54827 14.84969  4.52736 10.12070  2.89828  7.84924  4.64642 11.29190 23.31225  7.39489 13.88863 13.36789  5.52156 10.05163  4.11273 14.01683  3.39323 11.95972  8.34286  6.44267 21.97364 10.00179 18.47384
0.011111  8.92690 21.25162 13.26550 11.08375 10.52333  4.75644 11.66728  4.66617 12.16861  6.77958  9.30334  8.62310  7.81328  9.91575 16.11338  5.19702  9.78876  9.09047  5.41120  3.96288 16.95665  5.49547 12.56036 12.00946 16.23680 12.26948 13.96210  9.99852  2.81602 11.38409 14.84969  4.52736 11.18221  5.58718  8.79612 11.41734  8.59418  5.70673 15.89095 10.76282
0.011111  9.13387 14.29484  4.76011 11.24785  2.81602  7.53572  8.85464  4.61900 16.54740  4.06225 10.64555  6.61356 14.59882 15.08365  4.76011 11.24785  8.88134  4.27974  7.83691  4.76350 11.88073  1.24661  6.97588 11.75962  8.47621  8.88233  4.47115 19.69187  9.07233  3.09484 11.19211  4.31196  9.59203  5.13784 12.88277 10.90999  9.78825  7.38701 11.13504  6.39460
0.011111 16.46524 20.31295  8.56549  6.50905 12.90496  8.71302  9.57055  2.16657 19.55559  0.96556  8.12479  8.89316 10.47062  5.26884 16.34932 11.08375  7.47827 12.23976 13.45631  3.75129 20.72722  4.30004  9.51360  7.84989  9.78825  8.42263  4.76011  6.39460 11.27281  8.71302  8.07433  6.42297 17.16709  3.10573  9.09743  6.85787 11.58312 15.24788 12.39708  9.85154
0.011111 12.19892  6.45540 11.94274 12.66468 11.76356  5.63348 12.47266  5.54723 25.37466  4.38059 11.01690  9.65334 10.29734  9.51944 11.94274  3.48998  3.41343  6.25315  8.30489  5.47262  8.48362  3.30018  7.58026  2.44834  7.49945 20.31295 12.63468 11.75604  6.83096  8.34767  9.47155  5.02777 24.61049  9.59054 17.25931  8.14981 13.10635 19.49052  7.74745  5.83002
0.011111  7.81328 10.82900  8.24804 12.47598  8.88134 12.80188  9.37153  4.19071 12.31450  3.82468 15.10641  7.42803 14.44653 19.75430  5.29099 20.66745 10.12322 11.38409  8.63902  3.04204  8.29504  4.46181 11.14462  6.35810 10.38360 23.88347  9.86767  4.90554 12.58610  7.64852 16.18739  5.20489 14.34914  4.54372  7.23111  7.64234 11.01003 24.58610 16.11338  9.70636
0.011111 14.59882 15.08365 15.28609 10.76282  7.83224 11.22299  5.75000  4.48279 16.34820  6.67266  6.48107  9.73382 10.04296 10.65408 14.11131 12.85727 12.68379 10.02799 10.75307  3.65042 23.98923 12.47332 12.88277  9.23944 10.47062 21.60057 11.60329 20.66745 10.67832 14.08409  7.71543  4.91803  7.65016  8.35206 12.40506  7.74692  8.70840 19.23568  4.47115 10.60579
0.011111 11.48491 15.24788 11.13504  6.85757  6.39710  5.03296 11.07928  3.42586 15.03987  6.06177 17.25931 11.64166 11.29190 11.96751 15.28609 18.47384  6.83096  4.89799 12.47266  3.48859  8.99641  5.86852 12.40506 12.93237  8.81921 12.98769 14.58353  6.62435 12.10263 13.85182 10.34310  2.60077 11.59780  4.30004  9.40791  5.50569 13.35268 14.44855  1.15402  9.56291
0.011111  8.59418  4.76251 11.48797  5.19702  9.07233  4.27974  2.57011  3.36420 23.98923  7.82526  8.59998  5.34742 14.01284 12.26948 14.92266  7.09441 11.89931 12.06123  0.97125  4.23053 10.38011  4.79375 17.99505  6.61356 10.04296  5.70673 14.26440  8.73484 11.76356  8.22834  9.66856  2.92801 20.41735  6.06177  6.80870  6.61356  8.22739 17.23688  3.82850 16.83715
0.011111 11.01003 16.10655 12.05412  6.16818  9.43938  5.16218  7.46651  6.25501 18.05339  5.67988 14.61755 11.41734  9.70036  7.66366 12.16675  9.00514 12.24892 11.06480  9.37153  5.70929 13.37532  2.78878  8.89559  9.65334 16.02143 13.26760 15.67993  7.33503  6.24265 12.06123  5.23360  6.00037 14.68994  7.34010 16.75264 10.29074 12.52616 22.81824 13.81649  7.33503
0.011111 11.29190 12.56271  3.05375  9.28101 10.67832  6.66710 13.64814  3.30356 17.38171 13.11860 10.52542 12.75214  8.35411 14.29484  6.63379  4.21039  8.78379 17.35554 11.07928  3.68371  5.79883 12.02894  5.62331  7.20628 13.74040 12.41714  8.08463  6.16818 10.20476  7.76233  8.96046  3.58479 10.77653  5.49547  5.27872  5.80664  9.13387 11.65602  6.00001 16.18892
0.011111 13.74040 17.23688  9.59373  7.57962  4.94314  5.28634 14.30415  4.27094 15.39966  3.10573  8.03218  4.01582 11.10303 13.84473 19.05775 14.33996 11.20057 13.20239  3.50303  3.15609 15.58352  6.77958  8.21819 10.04909  6.11742 17.03955 14.42168  7.57962  8.68481 15.73499  5.58317  4.07454 15.77016  8.49163 14.39249  4.44903 12.63850 11.16880 11.25388  4.90554
0.011111 17.26240 12.84791 13.53511  9.00514  6.54632 17.95174 15.18277  5.33338  7.11386  7.11037 12.40506 13.92047  8.81921  8.65644 13.53511 18.00148  8.05671  5.16218  8.07433  5.26795  7.65016  6.99836 11.81741  6.73702 17.26240 16.84605  6.42947  2.66627 12.03356  6.56243  2.91440  4.43901 12.31450  6.88812  9.83818 10.54555 13.22839  8.17998  7.21214 11.08375
0.011111  9.70036 24.58610 16.11338  8.20971 12.78932  7.09421 10.75307  2.44077 23.45195  3.30018  7.14542 14.37676 13.74040 12.84791 10.77083 15.33353 12.90496  4.44895  9.86175  4.81380 18.77388  2.29935  5.27872  8.62310 11.88506 12.70628  5.03254  5.46411 11.34449 10.16935  6.80423  2.98612 13.06475  6.56731  8.12479 12.00946 15.25658 15.58351 10.39359  6.97553
0.011111  7.66098 16.46977 11.83064 18.00148  6.08236 12.60975  1.68232  2.68706  9.45060  1.47510 11.67789  9.57212 12.30643 16.46977 12.51493  8.86931 13.18390  9.34974 14.06915  3.36420 15.95973  8.93336 11.54098  7.42803 12.63850 12.84791 12.16675  3.99926  5.74129  3.67261 10.14739  3.78559 15.95973 11.35522 15.66605 12.14254 10.04296 10.82900  4.76011 11.41451
0.011111 14.01284 15.58351  4.16223 15.60596 13.36789  6.77260  6.06992  3.82025 15.58352  3.39323  5.92467  4.64642 12.63850 23.31225  8.71986 11.93118  9.16589 10.90939  9.16833  4.57274 11.73866  9.08941 13.77505  5.65859 15.43578 14.44855 11.37151 11.41451 12.32684 10.45841 12.32879  5.70929  8.29504  5.86852  8.31238  5.34742 16.46524 21.25162  9.73168 19.69187
0.011111 13.10635  4.13969  6.83201  3.76308  9.16589  9.21931 14.84969  3.04204 11.18221  2.43095 13.05052  4.23966 12.19892 13.55316 12.88027 19.02003  8.27312  4.60722 11.42462  4.86528  7.88117  5.40471 10.17498  8.14981 13.47935  9.10105  8.24804 15.33353  4.70716 11.54827 14.06915  2.79926 18.52762 10.82105  8.21819  4.64642 16.70947  9.72014 15.67993 11.58387
0.011111 16.97330  3.23530 12.51493  3.99926 11.34449 11.71572  2.17201  3.07025 10.24993  5.86852 15.37544  6.85787  8.09550  4.76251  9.59373  8.46979 12.49472  5.03296  9.27048  3.55243 21.39030  7.70046  6.80870  6.97627 13.60854 11.49641 12.39708  9.14236  8.88134 10.31279  2.17201  3.52036 16.54740  6.16022 13.77505  3.50905 16.23680 17.03955 18.36791 13.88863
