
CpuLS= 0.931783
ObjLS= 0

Iteratuins= 102

_________End____________ 

Ins: 16

CpuLS= 9.36788
ObjLS= 4300.2

Iteratuins= 333

_________End____________ 

Ins: 30

CpuLS= 1.10528
ObjLS= 0

Iteratuins= 102

_________End____________ 

Ins: 16

CpuLS= 7.69714
ObjLS= 4301.37

Iteratuins= 40

_________End____________ 

Ins: 30

CpuLS= 18.4105
ObjLS= 4545.89

Iteratuins= 50

_________End____________ 

Ins: 16

CpuLS= 7.88832
ObjLS= 4303.5

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 19.8984
ObjLS= 4545.55

Iteratuins= 57

_________End____________ 

Ins: 16

CpuLS= 9.36089
ObjLS= 4304.54

Iteratuins= 38

_________End____________ 

Ins: 30

CpuLS= 16.3267
ObjLS= 4545.69

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 10.5279
ObjLS= 4301.21

Iteratuins= 68

_________End____________ 

Ins: 30

CpuLS= 22.0728
ObjLS= 4547

Iteratuins= 126

_________End____________ 

Ins: 16

CpuLS= 10.057
ObjLS= 4300.73

Iteratuins= 86

_________End____________ 

Ins: 30

CpuLS= 17.3615
ObjLS= 4546.49

Iteratuins= 133

_________End____________ 

Ins: 16

CpuLS= 9.52748
ObjLS= 4306.14

Iteratuins= 40

_________End____________ 

Ins: 30

CpuLS= 18.7745
ObjLS= 4542.97

Iteratuins= 56

_________End____________ 

Ins: 16

CpuLS= 9.4633
ObjLS= 4304.54

Iteratuins= 38

_________End____________ 

Ins: 30

CpuLS= 16.0743
ObjLS= 4545.69

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 10.3677
ObjLS= 4306.25

Iteratuins= 43

_________End____________ 

Ins: 30

CpuLS= 28.9983
ObjLS= 4545.85

Iteratuins= 56

_________End____________ 

Ins: 16

CpuLS= 9.57548
ObjLS= 4304.54

Iteratuins= 36

_________End____________ 

Ins: 30

CpuLS= 25.7829
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 10.1087
ObjLS= 4306.13

Iteratuins= 42

_________End____________ 

Ins: 30

CpuLS= 31.973
ObjLS= 4546.32

Iteratuins= 64

_________End____________ 

Ins: 16

CpuLS= 11.0726
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 30

CpuLS= 32.5868
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 16

CpuLS= 9.26758
ObjLS= 4305.6

Iteratuins= 58

_________End____________ 

Ins: 30

CpuLS= 36.2704
ObjLS= 4545.71

Iteratuins= 69

_________End____________ 

Ins: 16

CpuLS= 1.85876
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 30

CpuLS= 7.80248
ObjLS= 0

Iteratuins= 102

_________End____________ 

Ins: 16

CpuLS= 1.92387
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 30

CpuLS= 7.73165
ObjLS= 0

Iteratuins= 102

_________End____________ 

Ins: 16

CpuLS= 2.06776
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 30

CpuLS= 8.18745
ObjLS= 0

Iteratuins= 101

_________End____________ 

Ins: 16

CpuLS= 6.08705
ObjLS= 4664.87

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 2.55752
ObjLS= 4618.32

Iteratuins= 38

_________End____________ 

Ins: 16

CpuLS= 3.28865
ObjLS= 4303.98

Iteratuins= 67

_________End____________ 

Ins: 30

CpuLS= 33.0814
ObjLS= 4546.91

Iteratuins= 83

_________End____________ 

Ins: 16

CpuLS= 3.30308
ObjLS= 4627.71

Iteratuins= 45

_________End____________ 

Ins: 16

CpuLS= 3.23733
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 3.76809
ObjLS= 4304.54

Iteratuins= 36

_________End____________ 

Ins: 30

CpuLS= 21.2669
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.98195
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.6672
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 3.19957
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 3.30411
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 4.96955
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.7984
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 3.3727
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 3.23858
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 30

CpuLS= 367.479
ObjLS= 5093.84

Iteratuins= 217

_________End____________ 

Ins: 16

CpuLS= 3.04751
ObjLS= 4671.34

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 90.1027
ObjLS= 4659

Iteratuins= 259

_________End____________ 

Ins: 16

CpuLS= 32.8548
ObjLS= 4304.18

Iteratuins= 227

_________End____________ 

Ins: 16

CpuLS= 43.8198
ObjLS= 4306.76

Iteratuins= 250

_________End____________ 

Ins: 16

CpuLS= 4.63082
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.1536
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 27.1196
ObjLS= 4304.32

Iteratuins= 212

_________End____________ 

Ins: 16

CpuLS= 4.55014
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 20.8934
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.45241
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 20.9482
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.50743
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.0982
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.4764
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.1455
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.46056
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.1947
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 4.46376
ObjLS= 4305.05

Iteratuins= 35

_________End____________ 

Ins: 30

CpuLS= 21.1409
ObjLS= 4545.71

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 9.47676
ObjLS= 4304.37

Iteratuins= 87

_________End____________ 

Ins: 30

CpuLS= 31.07
ObjLS= 4545.71

Iteratuins= 78

_________End____________ 

Ins: 16

CpuLS= 4.82091
ObjLS= 4301.62

Iteratuins= 65

_________End____________ 

Ins: 30

CpuLS= 31.4264
ObjLS= 4546.62

Iteratuins= 70

_________End____________ 

Ins: 16

CpuLS= 4.41579
ObjLS= 4305.9

Iteratuins= 36

_________End____________ 

Ins: 30

CpuLS= 13.5143
ObjLS= 4541.79

Iteratuins= 19

_________End____________ 

Ins: 16

CpuLS= 19.2422
ObjLS= 4304.89

Iteratuins= 150

_________End____________ 

Ins: 30

CpuLS= 19.7471
ObjLS= 4547.07

Iteratuins= 268

_________End____________ 

Ins: 16

CpuLS= 8.08344
ObjLS= 4304.35

Iteratuins= 80

_________End____________ 

Ins: 30

CpuLS= 30.5784
ObjLS= 4546.84

Iteratuins= 99

_________End____________ 

Ins: 16

CpuLS= 8.97626
ObjLS= 4304.38

Iteratuins= 70

_________End____________ 

Ins: 30

CpuLS= 29.3487
ObjLS= 4544.69

Iteratuins= 69

_________End____________ 

Ins: 16

CpuLS= 5.75921
ObjLS= 4304.64

Iteratuins= 75

_________End____________ 

Ins: 30

CpuLS= 33.3103
ObjLS= 4546.7

Iteratuins= 72

_________End____________ 

Ins: 16

CpuLS= 5.01948
ObjLS= 4303.7

Iteratuins= 71

_________End____________ 

Ins: 30

CpuLS= 30.8414
ObjLS= 4546.61

Iteratuins= 69

_________End____________ 

Ins: 16

CpuLS= 9.45768
ObjLS= 4305.66

Iteratuins= 79

_________End____________ 

Ins: 16

CpuLS= 5.36924
ObjLS= 4302.75

Iteratuins= 59

_________End____________ 

Ins: 30

CpuLS= 27.3343
ObjLS= 4546.53

Iteratuins= 62

_________End____________ 

Ins: 16

CpuLS= 26.3694
ObjLS= 4305.51

Iteratuins= 62

_________End____________ 

Ins: 30

CpuLS= 24.863
ObjLS= 4546.41

Iteratuins= 57

_________End____________ 

Ins: 16

CpuLS= 21.4179
ObjLS= 4305.29

Iteratuins= 59

_________End____________ 

Ins: 30

CpuLS= 32.202
ObjLS= 4545.98

Iteratuins= 61

_________End____________ 

Ins: 16

CpuLS= 36.641
ObjLS= 4304.83

Iteratuins= 75

_________End____________ 

Ins: 16

CpuLS= 37.6684
ObjLS= 4304.63

Iteratuins= 68

_________End____________ 

Ins: 30

CpuLS= 30.9164
ObjLS= 4544.52

Iteratuins= 64

_________End____________ 

Ins: 16

CpuLS= 9.32273
ObjLS= 4305.13

Iteratuins= 79

_________End____________ 

Ins: 30

CpuLS= 24.7903
ObjLS= 4546.78

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 2.39411
ObjLS= 8744.26

Iteratuins= 144

_________End____________ 

Ins: 30

CpuLS= 31.3749
ObjLS= 9471.97

Iteratuins= 216

_________End____________ 

Ins: 16

CpuLS= 2.41015
ObjLS= 8504.07

Iteratuins= 258

_________End____________ 

Ins: 30

CpuLS= 6.26104
ObjLS= 8865.2

Iteratuins= 111

_________End____________ 

Ins: 16

CpuLS= 1.04325
ObjLS= 8466.9

Iteratuins= 114

_________End____________ 

Ins: 30

CpuLS= 6.1883
ObjLS= 8865.2

Iteratuins= 111

_________End____________ 

Ins: 16

CpuLS= 1.30306
ObjLS= 8493.17

Iteratuins= 148

_________End____________ 

Ins: 30

CpuLS= 8.83921
ObjLS= 8900.27

Iteratuins= 298

_________End____________ 

Ins: 16

CpuLS= 3.13582
ObjLS= 8808.8

Iteratuins= 157

_________End____________ 

Ins: 30

CpuLS= 19.9074
ObjLS= 9490.59

Iteratuins= 175

_________End____________ 

Ins: 16

CpuLS= 2.09398
ObjLS= 8803.41

Iteratuins= 133

_________End____________ 

Ins: 30

CpuLS= 24.9522
ObjLS= 9488.65

Iteratuins= 197

_________End____________ 

Ins: 16

CpuLS= 3.34323
ObjLS= 8803.86

Iteratuins= 142

_________End____________ 

Ins: 30

CpuLS= 21.4951
ObjLS= 9513.3

Iteratuins= 163

_________End____________ 

Ins: 16

CpuLS= 3.7964
ObjLS= 4305.79

Iteratuins= 98

_________End____________ 

Ins: 30

CpuLS= 31.0248
ObjLS= 4546

Iteratuins= 76

_________End____________ 

Ins: 16

CpuLS= 3.3585
ObjLS= 4306.36

Iteratuins= 95

_________End____________ 

Ins: 30

CpuLS= 32.736
ObjLS= 4546.93

Iteratuins= 84

_________End____________ 

Ins: 16

CpuLS= 9.98626
ObjLS= 4303.53

Iteratuins= 81

_________End____________ 

Ins: 30

CpuLS= 22.7845
ObjLS= 4546.82

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 7.86511
ObjLS= 4304.64

Iteratuins= 73

_________End____________ 

Ins: 30

CpuLS= 20.3933
ObjLS= 4545.95

Iteratuins= 53

_________End____________ 

Ins: 16

CpuLS= 6.72959
ObjLS= 4303.67

Iteratuins= 72

_________End____________ 

Ins: 30

CpuLS= 22.2804
ObjLS= 4546.19

Iteratuins= 61

_________End____________ 

Ins: 16

CpuLS= 11.9976
ObjLS= 4304.63

Iteratuins= 64

_________End____________ 

Ins: 30

CpuLS= 72.8886
ObjLS= 4544.59

Iteratuins= 73

_________End____________ 

Ins: 16

CpuLS= 15.6054
ObjLS= 4304.77

Iteratuins= 66

_________End____________ 

Ins: 30

CpuLS= 74.4622
ObjLS= 4545.85

Iteratuins= 68

_________End____________ 

Ins: 16

CpuLS= 7.64875
ObjLS= 4304.98

Iteratuins= 73

_________End____________ 

Ins: 30

CpuLS= 22.9625
ObjLS= 4546.42

Iteratuins= 61

_________End____________ 

Ins: 16

CpuLS= 7.57339
ObjLS= 4305.81

Iteratuins= 72

_________End____________ 

Ins: 30

CpuLS= 22.0342
ObjLS= 4546.65

Iteratuins= 53

_________End____________ 

Ins: 16

CpuLS= 3.74114
ObjLS= 4306.07

Iteratuins= 100

_________End____________ 

Ins: 30

CpuLS= 32.9861
ObjLS= 4545.83

Iteratuins= 71

_________End____________ 

Ins: 16

CpuLS= 16.359
ObjLS= 4303.67

Iteratuins= 68

_________End____________ 

Ins: 30

CpuLS= 88.2998
ObjLS= 4546.12

Iteratuins= 75

_________End____________ 

Ins: 16

CpuLS= 5.75808
ObjLS= 4303.12

Iteratuins= 70

_________End____________ 

Ins: 30

CpuLS= 24.6368
ObjLS= 4546.68

Iteratuins= 60

_________End____________ 

Ins: 16

CpuLS= 6.10083
ObjLS= 4303.83

Iteratuins= 76

_________End____________ 

Ins: 30

CpuLS= 25.062
ObjLS= 4546.48

Iteratuins= 59

_________End____________ 

Ins: 16

CpuLS= 6.81231
ObjLS= 4304.94

Iteratuins= 74

_________End____________ 

Ins: 30

CpuLS= 24.7824
ObjLS= 4546.8

Iteratuins= 64

_________End____________ 

Ins: 16

CpuLS= 5.60096
ObjLS= 4304.44

Iteratuins= 60

_________End____________ 

Ins: 16

CpuLS= 7.2084
ObjLS= 4305.83

Iteratuins= 69

_________End____________ 

Ins: 30

CpuLS= 21.6879
ObjLS= 4545.91

Iteratuins= 56

_________End____________ 

Ins: 16

CpuLS= 5.10921
ObjLS= 4304.07

Iteratuins= 69

_________End____________ 

Ins: 30

CpuLS= 27.1733
ObjLS= 4545.87

Iteratuins= 64

_________End____________ 

Ins: 16

CpuLS= 5.18766
ObjLS= 4303.69

Iteratuins= 64

_________End____________ 

Ins: 30

CpuLS= 24.0773
ObjLS= 4546.33

Iteratuins= 59

_________End____________ 

Ins: 16

CpuLS= 6.21019
ObjLS= 4305.69

Iteratuins= 77

_________End____________ 

Ins: 30

CpuLS= 32.1117
ObjLS= 4545.63

Iteratuins= 67

_________End____________ 

Ins: 16

CpuLS= 5.81339
ObjLS= 4303.34

Iteratuins= 77

_________End____________ 

Ins: 30

CpuLS= 25.2708
ObjLS= 4546.27

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 6.50486
ObjLS= 4303.42

Iteratuins= 75

_________End____________ 

Ins: 30

CpuLS= 20.3568
ObjLS= 4546.13

Iteratuins= 57

_________End____________ 

Ins: 16

CpuLS= 5.66334
ObjLS= 4305.25

Iteratuins= 69

_________End____________ 

Ins: 30

CpuLS= 19.3331
ObjLS= 4546.76

Iteratuins= 57

_________End____________ 

Ins: 16

CpuLS= 5.0193
ObjLS= 4304.3

Iteratuins= 72

_________End____________ 

Ins: 30

CpuLS= 26.7557
ObjLS= 4546.43

Iteratuins= 62

_________End____________ 

Ins: 16

CpuLS= 6.88231
ObjLS= 4304.82

Iteratuins= 71

_________End____________ 

Ins: 30

CpuLS= 28.395
ObjLS= 4546.46

Iteratuins= 62

_________End____________ 

Ins: 16

CpuLS= 4.53818
ObjLS= 4302.56

Iteratuins= 66

_________End____________ 

Ins: 30

CpuLS= 17.355
ObjLS= 4546.73

Iteratuins= 51

_________End____________ 

Ins: 16

CpuLS= 3.26215
ObjLS= 4304.47

Iteratuins= 33

_________End____________ 

Ins: 30

CpuLS= 14.1622
ObjLS= 4546.08

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 3.2181
ObjLS= 4304.47

Iteratuins= 33

_________End____________ 

Ins: 30

CpuLS= 14.0899
ObjLS= 4546.08

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 3.22267
ObjLS= 4304.47

Iteratuins= 33

_________End____________ 

Ins: 30

CpuLS= 14.2533
ObjLS= 4546.08

Iteratuins= 23

_________End____________ 

Ins: 16

CpuLS= 5.78063
ObjLS= 4304.4

Iteratuins= 72

_________End____________ 

Ins: 30

CpuLS= 24.3093
ObjLS= 4546.42

Iteratuins= 62

_________End____________ 

Ins: 16

CpuLS= 5.35609
ObjLS= 4304.85

Iteratuins= 73

_________End____________ 

Ins: 30

CpuLS= 21.6147
ObjLS= 4546.31

Iteratuins= 56

_________End____________ 

Ins: 16

CpuLS= 8.20133
ObjLS= 4304.78

Iteratuins= 86

_________End____________ 

Ins: 30

CpuLS= 19.7466
ObjLS= 4546.36

Iteratuins= 70

_________End____________ 

Ins: 16

CpuLS= 7.79436
ObjLS= 4303.98

Iteratuins= 85

_________End____________ 

Ins: 30

CpuLS= 19.601
ObjLS= 4546.09

Iteratuins= 107

_________End____________ 

Ins: 16

CpuLS= 3.22691
ObjLS= 4304.89

Iteratuins= 33

_________End____________ 

Ins: 30

CpuLS= 15.0982
ObjLS= 4546.41

Iteratuins= 24

_________End____________ 

Ins: 16

CpuLS= 5.08912
ObjLS= 4304.09

Iteratuins= 70

_________End____________ 

Ins: 30

CpuLS= 26.8877
ObjLS= 4546.52

Iteratuins= 67

_________End____________ 

Ins: 16

CpuLS= 6.94567
ObjLS= 4302.97

Iteratuins= 84

_________End____________ 

Ins: 30

CpuLS= 80.3693
ObjLS= 4546.54

Iteratuins= 100

_________End____________ 

Ins: 16

CpuLS= 3.2091
ObjLS= 4303.7

Iteratuins= 62

_________End____________ 

Ins: 30

CpuLS= 15.1953
ObjLS= 4545.73

Iteratuins= 45

_________End____________ 

Ins: 16

CpuLS= 1.45399
ObjLS= 4304.88

Iteratuins= 21

_________End____________ 

Ins: 30

CpuLS= 8.8095
ObjLS= 4544.79

Iteratuins= 18

_________End____________ 

Ins: 16

CpuLS= 4.25579
ObjLS= 4303.17

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 3.83279
ObjLS= 4303.54

Iteratuins= 63

_________End____________ 

Ins: 16

CpuLS= 5.52786
ObjLS= 4297.04

Iteratuins= 38

_________End____________ 

Ins: 30

CpuLS= 21.7902
ObjLS= 4546.12

Iteratuins= 54

_________End____________ 

Ins: 30

CpuLS= 16.0365
ObjLS= 4592.76

Iteratuins= 34

_________End____________ 

Ins: 16

CpuLS= 1.45783
ObjLS= 4304.88

Iteratuins= 21

_________End____________ 

Ins: 16

CpuLS= 3.19912
ObjLS= 4295.12

Iteratuins= 20

_________End____________ 

Ins: 30

CpuLS= 8.7512
ObjLS= 4544.79

Iteratuins= 18

_________End____________ 

Ins: 30

CpuLS= 16.2014
ObjLS= 4589.8

Iteratuins= 15

_________End____________ 

Ins: 16

CpuLS= 3.22848
ObjLS= 4303.49

Iteratuins= 58

_________End____________ 

Ins: 16

CpuLS= 5.91883
ObjLS= 4295.23

Iteratuins= 36

_________End____________ 

Ins: 30

CpuLS= 19.2959
ObjLS= 4546.26

Iteratuins= 56

_________End____________ 

Ins: 30

CpuLS= 18.398
ObjLS= 4591.32

Iteratuins= 34

_________End____________ 

Ins: 16

CpuLS= 123.564
ObjLS= 13737.3

Iteratuins= 97

_________End____________ 

Ins: 16

CpuLS= 16.1974
ObjLS= 4304.14

Iteratuins= 62

_________End____________ 

Ins: 16

CpuLS= 5.57642
ObjLS= 4304.12

Iteratuins= 70

_________End____________ 

Ins: 16

CpuLS= 9.63912
ObjLS= 4296.33

Iteratuins= 45

_________End____________ 

Ins: 30

CpuLS= 22.351
ObjLS= 4545.83

Iteratuins= 74

_________End____________ 

Ins: 30

CpuLS= 16.7399
ObjLS= 4591.6

Iteratuins= 47

_________End____________ 

Ins: 16

CpuLS= 103.352
ObjLS= 13731.5

Iteratuins= 107

_________End____________ 

Ins: 16

CpuLS= 6.61848
ObjLS= 4305.03

Iteratuins= 79

_________End____________ 

Ins: 16

CpuLS= 10.2885
ObjLS= 4294.96

Iteratuins= 47

_________End____________ 

Ins: 30

CpuLS= 23.1204
ObjLS= 4546.31

Iteratuins= 78

_________End____________ 

Ins: 30

CpuLS= 22.4014
ObjLS= 4591.31

Iteratuins= 45

_________End____________ 

Ins: 16

CpuLS= 116.078
ObjLS= 13737.8

Iteratuins= 122

_________End____________ 

Ins: 16

CpuLS= 1016.64
ObjLS= 13806

Iteratuins= 52

_________End____________ 

Ins: 16

CpuLS= 1.87994
ObjLS= 4304.69

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 2.84479
ObjLS= 4296.69

Iteratuins= 19

_________End____________ 

Ins: 30

CpuLS= 10.5581
ObjLS= 4545.31

Iteratuins= 23

_________End____________ 

Ins: 30

CpuLS= 13.0429
ObjLS= 4589.78

Iteratuins= 14

_________End____________ 

Ins: 16

CpuLS= 65.7866
ObjLS= 13738.5

Iteratuins= 45

_________End____________ 

Ins: 16

CpuLS= 2.19541
ObjLS= 4304.69

Iteratuins= 27

_________End____________ 

Ins: 16

CpuLS= 3.43461
ObjLS= 4297.45

Iteratuins= 22

_________End____________ 

Ins: 30

CpuLS= 11.6705
ObjLS= 4545.31

Iteratuins= 23

_________End____________ 

Ins: 30

CpuLS= 9.64742
ObjLS= 4590.9

Iteratuins= 15

_________End____________ 

Ins: 16

CpuLS= 5.64691
ObjLS= 4303.38

Iteratuins= 70

_________End____________ 

Ins: 16

CpuLS= 8.12224
ObjLS= 4297.19

Iteratuins= 45

_________End____________ 

Ins: 30

CpuLS= 25.4537
ObjLS= 4546.41

Iteratuins= 84

_________End____________ 

Ins: 30

CpuLS= 10.5116
ObjLS= 4590.62

Iteratuins= 33

_________End____________ 

Ins: 16

CpuLS= 2.0464
ObjLS= 4304.85

Iteratuins= 24

_________End____________ 

Ins: 16

CpuLS= 2.4024
